Team ID,Team Name,League,Player ID,Player Name,Position,Position Rank,Height,Weight,overall_rating,potential_rating,stat
9,Chelsea,English Premier League,22,Trevoh Chalobah,Center Back,#14,75.6,185,76,81,"1,782"
9,Chelsea,English Premier League,23,Armando Broja,Striker,#18,75.6,165,75,83,"1,739"
9,Chelsea,English Premier League,24,M. Bettinelli,Goalkeeper,#13,76.8,181,70,70,"1,115"
9,Chelsea,English Premier League,25,C. Chukwuemeka,Center Attacking Midfielder,#30,73.2,154,64,84,"1,687"
9,Chelsea,English Premier League,26,O. Hutchinson,Center Attacking Midfielder,#56,70.8,143,64,81,"1,625"
9,Chelsea,English Premier League,27,Juan Castillo,Left Midfielder,#47,70.8,170,62,69,"1,704"
9,Chelsea,English Premier League,28,Lewis Hall,Center Attacking Midfielder,#67,61.32,159,61,79,"1,710"
9,Chelsea,English Premier League,29,Dylan Williams,Left Wing Back,#55,68.4,141,61,76,"1,528"
9,Chelsea,English Premier League,30,Josh Brooking,Center Back,#43,73.2,170,60,77,"1,379"
9,Chelsea,English Premier League,31,Charlie Webster,Center Attacking Midfielder,#41,61.2,161,58,80,"1,586"
10,Manchester United,English Premier League,1,Casemiro,Center Defensive Midfielder,#18,73.2,185,89,89,"2,251"
10,Manchester United,English Premier League,2,De Gea,Goalkeeper,#1,76.8,168,87,87,"1,302"
10,Manchester United,English Premier League,3,Bruno Fernandes,Center Attacking Midfielder,#8,61.2,152,87,87,"2,331"
10,Manchester United,English Premier League,4,Marcus Rashford,Striker,#10,73.2,154,85,88,"2,134"
10,Manchester United,English Premier League,5,Raphaël Varane,Center Back,#19,75.6,179,85,85,"1,915"
10,Manchester United,English Premier League,6,L. Martínez,Center Defensive Midfielder,#6,61.2,170,83,88,"2,173"
10,Manchester United,English Premier League,7,C. Eriksen,Center Midfielder,#14,61.32,168,83,83,"2,024"
10,Manchester United,English Premier League,8,Jadon Sancho,Center Attacking Midfielder,#25,61.32,168,82,86,"1,884"
10,Manchester United,English Premier League,9,Luke Shaw,Left Back,#23,61.32,165,82,83,"2,158"
10,Manchester United,English Premier League,10,Antony,Left Midfielder,#21,70.8,139,81,87,"2,051"
10,Manchester United,English Premier League,11,Diogo Dalot,Right Back,#20,72,168,80,86,"2,094"
10,Manchester United,English Premier League,12,Anthony Martial,Striker,#9,72,168,80,81,"1,960"
10,Manchester United,English Premier League,13,Harry Maguire,Center Back,#5,76.8,221,80,80,"1,900"
10,Manchester United,English Premier League,14,Fred,Center Midfielder,#17,68.4,137,80,80,"2,189"
10,Manchester United,English Premier League,15,Tyrell Malacia,Left Wing Back,#12,68.4,148,79,83,"2,021"
10,Manchester United,English Premier League,16,A. Wan-Bissaka,Right Back,#29,72,159,79,82,"1,911"
10,Manchester United,English Premier League,17,Scott McTominay,Center Defensive Midfielder,#39,76.8,194,79,82,"2,062"
10,Manchester United,English Premier League,18,V. Lindelöf,Center Defensive Midfielder,#2,74.4,176,79,80,"1,941"
10,Manchester United,English Premier League,19,M. Dúbravka,Goalkeeper,#31,75.6,176,79,79,"1,331"
10,Manchester United,English Premier League,20,D. van de Beek,Center Attacking Midfielder,#34,72,163,77,80,"2,070"
10,Manchester United,English Premier League,21,Anthony Elanga,Right Wing,#36,61.2,165,73,82,"1,822"
10,Manchester United,English Premier League,22,B. Williams,Right Wing Back,#33,72,139,72,77,"1,876"
10,Manchester United,English Premier League,23,Axel Tuanzebe,Center Back,#38,73.2,165,72,76,"1,775"
10,Manchester United,English Premier League,24,Tom Heaton,Goalkeeper,#22,74.4,187,72,72,"1,240"
10,Manchester United,English Premier League,25,F. Pellistri,Right Midfielder,#28,70.8,143,71,82,"1,762"
10,Manchester United,English Premier League,26,Alejandro Garnacho,Left Wing,#49,61.32,154,70,86,"1,700"
10,Manchester United,English Premier League,27,Phil Jones,Center Back,#4,73.2,157,70,70,"1,606"
10,Manchester United,English Premier League,28,D. Bernard,Center Back,#58,74.4,179,68,76,"1,628"
10,Manchester United,English Premier League,29,Teden Mengi,Center Back,#43,72,172,66,76,"1,620"
10,Manchester United,English Premier League,30,Shola Shoretire,Center Attacking Midfielder,#47,70.8,154,63,81,"1,626"
10,Manchester United,English Premier League,31,Zidane Iqbal,Center Attacking Midfielder,#55,61.32,143,62,79,"1,676"
10,Manchester United,English Premier League,32,Charlie Savage,Center Midfielder,#51,72,139,61,77,"1,611"
11,Inter,Italian Serie A,1,L. Martínez,Striker,#10,70.8,159,85,88,"2,157"
11,Inter,Italian Serie A,2,Nicolò Barella,Center Midfielder,#23,69.6,150,85,87,"2,297"
11,Inter,Italian Serie A,3,Milan Škriniar,Center Back,#37,74.4,176,85,85,"1,845"
11,Inter,Italian Serie A,4,A. Bastoni,Center Back,#95,75.6,165,84,89,"1,912"
11,Inter,Italian Serie A,5,Romelu Lukaku,Striker,#90,75.6,207,84,84,"2,022"
11,Inter,Italian Serie A,6,M. Brozović,Center Defensive Midfielder,#77,61.32,150,84,84,"2,208"
11,Inter,Italian Serie A,7,H. Çalhanoğlu,Center Midfielder,#20,61.2,168,84,84,"2,180"
11,Inter,Italian Serie A,8,André Onana,Goalkeeper,#24,75.6,205,83,84,"1,471"
11,Inter,Italian Serie A,9,Stefan de Vrij,Center Back,#6,74.4,172,83,83,"1,857"
11,Inter,Italian Serie A,10,Edin Džeko,Striker,#9,76.8,176,83,83,"1,953"
11,Inter,Italian Serie A,11,S. Handanovič,Goalkeeper,#1,76.8,203,82,82,"1,254"
11,Inter,Italian Serie A,12,F. Acerbi,Center Back,#15,76.8,194,82,82,"1,843"
11,Inter,Italian Serie A,13,Denzel Dumfries,Right Wing Back,#2,74.4,176,81,82,"2,062"
11,Inter,Italian Serie A,14,H. Mkhitaryan,Center Attacking Midfielder,#22,61.2,165,81,81,"2,122"
11,Inter,Italian Serie A,15,F. Dimarco,Left Wing Back,#32,70.8,165,80,83,"2,137"
11,Inter,Italian Serie A,16,Robin Gosens,Left Wing Back,#8,72,168,80,80,"2,161"
11,Inter,Italian Serie A,17,Matteo Darmian,Right Wing Back,#36,72,154,80,80,"2,007"
11,Inter,Italian Serie A,18,D. D'Ambrosio,Center Back,#33,61.32,165,77,77,"1,999"
11,Inter,Italian Serie A,19,Joaquín Correa,Right Wing,#11,74.4,165,77,77,"1,904"
11,Inter,Italian Serie A,20,K. Asllani,Center Midfielder,#14,70.8,150,74,84,"1,901"
11,Inter,Italian Serie A,21,R. Gagliardini,Center Defensive Midfielder,#5,74.4,170,74,74,"1,922"
11,Inter,Italian Serie A,22,Raoul Bellanova,Right Wing Back,#12,74.4,172,73,78,"1,700"
11,Inter,Italian Serie A,23,Alex Cordaz,Goalkeeper,#21,74.4,183,71,71,959
11,Inter,Italian Serie A,24,Dalbert,Left Wing Back,#29,61.32,154,70,70,"1,861"
11,Inter,Italian Serie A,25,A. Fontanarosa,Center Back,#47,73.2,157,67,77,"1,789"
11,Inter,Italian Serie A,26,Mattia Zanotti,Right Midfielder,#46,61.2,154,66,76,"1,853"
12,Juventus,Italian Serie A,1,W. Szczęsny,Goalkeeper,#1,78,198,86,86,"1,316"
12,Juventus,Italian Serie A,2,D. Vlahović,Striker,#9,75.6,165,84,89,"1,961"
12,Juventus,Italian Serie A,3,Federico Chiesa,Right Midfielder,#7,70.8,154,84,85,"2,092"
12,Juventus,Italian Serie A,4,Paul Pogba,Center Midfielder,#10,75.6,185,84,84,"2,167"
12,Juventus,Italian Serie A,5,Á. Di María,Right Wing,#22,61.32,152,84,84,"2,159"
12,Juventus,Italian Serie A,6,Filip Kostić,Left Midfielder,#17,72,185,84,84,"2,240"
12,Juventus,Italian Serie A,7,Bremer,Center Back,#3,74.4,181,83,86,"1,886"
12,Juventus,Italian Serie A,8,M. Locatelli,Center Midfielder,#27,73.2,165,82,86,"2,132"
12,Juventus,Italian Serie A,9,L. Bonucci,Center Back,#19,75.6,187,82,82,"1,928"
12,Juventus,Italian Serie A,10,Adrien Rabiot,Center Midfielder,#25,76.8,176,82,82,"2,224"
12,Juventus,Italian Serie A,11,Juan Cuadrado,Right Back,#11,61.2,159,81,81,"2,207"
12,Juventus,Italian Serie A,12,Arkadiusz Milik,Striker,#14,73.2,176,81,81,"1,998"
12,Juventus,Italian Serie A,13,Danilo,Right Back,#6,72,172,81,81,"2,131"
12,Juventus,Italian Serie A,14,Alex Sandro,Left Back,#12,61.32,176,80,80,"2,088"
12,Juventus,Italian Serie A,15,Mattia Perin,Goalkeeper,#36,74.4,170,79,80,"1,245"
12,Juventus,Italian Serie A,16,Leandro Paredes,Center Defensive Midfielder,#32,61.32,165,79,79,"2,113"
12,Juventus,Italian Serie A,17,Moise Kean,Striker,#18,72,159,78,85,"1,900"
12,Juventus,Italian Serie A,18,Weston McKennie,Center Midfielder,#8,72,185,77,81,"2,172"
12,Juventus,Italian Serie A,19,Nicolò Fagioli,Center Attacking Midfielder,#44,61.2,159,76,86,"2,046"
12,Juventus,Italian Serie A,20,Federico Gatti,Center Back,#15,75.6,176,76,80,"1,647"
12,Juventus,Italian Serie A,21,Daniele Rugani,Center Back,#24,75.6,185,76,77,"1,652"
12,Juventus,Italian Serie A,22,M. De Sciglio,Right Back,#2,72,172,76,76,"1,894"
12,Juventus,Italian Serie A,23,Fabio Miretti,Center Attacking Midfielder,#20,61.2,159,75,88,"2,024"
12,Juventus,Italian Serie A,24,Carlo Pinsoglio,Goalkeeper,#23,76.8,187,72,72,"1,121"
12,Juventus,Italian Serie A,25,Matías Soulé,Left Midfielder,#30,70.8,152,71,85,"1,783"
12,Juventus,Italian Serie A,26,Kaio Jorge,Striker,#21,72,157,71,82,"1,723"
12,Juventus,Italian Serie A,27,Félix Correia,Right Midfielder,#77,61.2,159,69,81,"1,698"
12,Juventus,Italian Serie A,28,Marley Aké,Right Midfielder,#38,61.2,150,69,76,"1,747"
12,Juventus,Italian Serie A,29,C. Da Graca,Striker,#40,73.2,174,64,76,"1,495"
12,Juventus,Italian Serie A,30,G. Garofani,Goalkeeper,#41,74.4,181,61,77,914
13,Tottenham Hotspur,English Premier League,1,Harry Kane,Striker,#10,74.4,196,89,89,"2,193"
13,Tottenham Hotspur,English Premier League,2,Heung Min Son,Left Wing,#7,72,172,88,88,"2,129"
13,Tottenham Hotspur,English Premier League,3,P. Højbjerg,Center Defensive Midfielder,#5,74.4,185,84,86,"2,123"
13,Tottenham Hotspur,English Premier League,4,Hugo Lloris,Goalkeeper,#1,74.4,181,84,84,"1,369"
13,Tottenham Hotspur,English Premier League,5,Cristian Romero,Center Back,#17,73.2,174,83,88,"1,884"
13,Tottenham Hotspur,English Premier League,6,R. Bentancur,Center Defensive Midfielder,#30,74.4,161,82,86,"2,163"
13,Tottenham Hotspur,English Premier League,7,D. Kulusevski,Center Attacking Midfielder,#21,73.2,165,81,86,"2,092"
13,Tottenham Hotspur,English Premier League,8,Richarlison,Striker,#9,61.32,157,81,84,"2,104"
13,Tottenham Hotspur,English Premier League,9,Ivan Perišić,Left Midfielder,#14,73.2,176,80,80,"2,208"
13,Tottenham Hotspur,English Premier League,10,Yves Bissouma,Center Defensive Midfielder,#38,72,176,79,84,"2,090"
13,Tottenham Hotspur,English Premier League,11,C. Lenglet,Center Back,#34,73.2,179,78,80,"1,851"
13,Tottenham Hotspur,English Premier League,12,Eric Dier,Center Back,#15,74.4,198,78,79,"1,946"
13,Tottenham Hotspur,English Premier League,13,D. Sánchez,Center Back,#6,74.4,179,78,79,"1,768"
13,Tottenham Hotspur,English Premier League,14,Bryan Gil,Center Attacking Midfielder,#11,70.8,143,77,83,"1,757"
13,Tottenham Hotspur,English Premier League,15,Oliver Skipp,Center Defensive Midfielder,#4,70.8,154,77,83,"1,845"
13,Tottenham Hotspur,English Premier League,16,Emerson Royal,Right Wing Back,#12,61.32,174,77,80,"2,006"
13,Tottenham Hotspur,English Premier League,17,Lucas Moura,Right Wing,#27,70.8,154,77,77,"2,021"
13,Tottenham Hotspur,English Premier League,18,Ben Davies,Center Back,#33,61.32,168,77,77,"1,971"
13,Tottenham Hotspur,English Premier League,19,Ryan Sessegnon,Left Midfielder,#19,61.2,154,76,82,"1,967"
13,Tottenham Hotspur,English Premier League,20,Fraser Forster,Goalkeeper,#20,80.4,205,76,76,"1,222"
13,Tottenham Hotspur,English Premier League,21,Matt Doherty,Right Wing Back,#2,72,192,76,76,"1,999"
13,Tottenham Hotspur,English Premier League,22,Djed Spence,Right Wing Back,#24,72,157,75,84,"1,715"
13,Tottenham Hotspur,English Premier League,23,Djed Spence,Right Wing Back,#24,72,157,75,84,"1,742"
13,Tottenham Hotspur,English Premier League,24,Japhet Tanganga,Center Back,#25,61.32,161,74,80,"1,808"
13,Tottenham Hotspur,English Premier League,25,Pape Matar Sarr,Center Midfielder,#29,72,154,71,81,"1,865"
13,Tottenham Hotspur,English Premier League,26,Harvey White,Left Midfielder,#42,61.2,154,64,78,"1,831"
13,Tottenham Hotspur,English Premier League,27,Brandon Austin,Goalkeeper,#40,74.4,165,64,72,966
13,Tottenham Hotspur,English Premier League,28,Jamie Bowden,Center Attacking Midfielder,#54,72,172,63,75,"1,723"
13,Tottenham Hotspur,English Premier League,29,Alfie Devine,Striker,#45,61.32,165,61,84,"1,653"
13,Tottenham Hotspur,English Premier League,30,B. Lyons-Foster,Center Back,#53,73.2,163,58,71,"1,339"
14,Borussia Dortmund,German 1. Bundesliga,1,Gregor Kobel,Goalkeeper,#1,78,194,86,89,"1,266"
14,Borussia Dortmund,German 1. Bundesliga,2,Jude Bellingham,Center Midfielder,#22,73.2,165,85,91,"2,199"
14,Borussia Dortmund,German 1. Bundesliga,3,Niklas Süle,Center Back,#25,78,218,85,87,"1,862"
14,Borussia Dortmund,German 1. Bundesliga,4,Marco Reus,Center Attacking Midfielder,#11,61.32,157,84,84,"2,146"
14,Borussia Dortmund,German 1. Bundesliga,5,Julian Brandt,Center Attacking Midfielder,#19,73.2,183,83,84,"2,094"
14,Borussia Dortmund,German 1. Bundesliga,6,Mats Hummels,Center Back,#15,75.6,207,83,83,"2,007"
14,Borussia Dortmund,German 1. Bundesliga,7,Emre Can,Center Back,#23,73.2,190,83,83,"2,253"
14,Borussia Dortmund,German 1. Bundesliga,8,R. Guerreiro,Center Attacking Midfielder,#13,68.4,157,83,83,"2,176"
14,Borussia Dortmund,German 1. Bundesliga,9,N. Schlotterbeck,Center Back,#4,75.6,190,82,87,"1,999"
14,Borussia Dortmund,German 1. Bundesliga,10,S. Haller,Striker,#9,75.6,181,82,82,"1,948"
14,Borussia Dortmund,German 1. Bundesliga,11,Donyell Malen,Striker,#21,61.2,170,80,83,"2,008"
14,Borussia Dortmund,German 1. Bundesliga,12,Salih Özcan,Center Defensive Midfielder,#6,61.32,168,79,82,"2,054"
14,Borussia Dortmund,German 1. Bundesliga,13,Mahmoud Dahoud,Center Midfielder,#8,61.2,150,79,80,"2,070"
14,Borussia Dortmund,German 1. Bundesliga,14,Karim Adeyemi,Striker,#27,61.2,165,78,87,"1,928"
14,Borussia Dortmund,German 1. Bundesliga,15,Giovanni Reyna,Center Attacking Midfielder,#7,73.2,174,78,85,"1,933"
14,Borussia Dortmund,German 1. Bundesliga,16,Marius Wolf,Right Midfielder,#17,74.4,179,77,77,"2,075"
14,Borussia Dortmund,German 1. Bundesliga,17,Thorgan Hazard,Left Midfielder,#10,70.8,157,77,77,"2,025"
14,Borussia Dortmund,German 1. Bundesliga,18,Y. Moukoko,Striker,#18,70.8,161,76,89,"1,833"
14,Borussia Dortmund,German 1. Bundesliga,19,Thomas Meunier,Right Back,#24,75.6,198,76,76,"2,080"
14,Borussia Dortmund,German 1. Bundesliga,20,Anthony Modeste,Striker,#20,74.4,185,75,75,"1,837"
14,Borussia Dortmund,German 1. Bundesliga,21,Alexander Meyer,Goalkeeper,#33,78,198,74,74,"1,053"
14,Borussia Dortmund,German 1. Bundesliga,22,Nico Schulz,Left Back,#14,61.32,183,73,73,"1,877"
14,Borussia Dortmund,German 1. Bundesliga,23,Mateu Morey,Right Wing Back,#2,69.6,148,72,79,"1,793"
14,Borussia Dortmund,German 1. Bundesliga,24,J. Bynoe-Gittens,Right Midfielder,#43,70.8,154,70,87,"1,636"
14,Borussia Dortmund,German 1. Bundesliga,25,Felix Passlack,Right Wing Back,#30,69.6,154,70,73,"1,960"
14,Borussia Dortmund,German 1. Bundesliga,26,Marcel Lotka,Goalkeeper,#35,75.6,187,67,78,895
14,Borussia Dortmund,German 1. Bundesliga,27,Tom Rothe,Left Back,#36,76.8,181,65,82,"1,598"
14,Borussia Dortmund,German 1. Bundesliga,28,S. Coulibaly,Center Back,#44,75.6,190,65,81,"1,507"
14,Borussia Dortmund,German 1. Bundesliga,29,Luca Unbehaun,Goalkeeper,#38,73.2,181,65,77,"1,084"
14,Borussia Dortmund,German 1. Bundesliga,30,Nnamdi Collins,Center Back,#41,75.6,185,62,82,"1,427"
14,Borussia Dortmund,German 1. Bundesliga,31,G. Gürpüz,Center Attacking Midfielder,#42,70.8,150,62,78,"1,599"
14,Borussia Dortmund,German 1. Bundesliga,32,Lion Semić,Right Wing Back,#37,68.4,150,62,77,"1,571"
14,Borussia Dortmund,German 1. Bundesliga,33,A. Kamara,Center Defensive Midfielder,#32,72,165,60,82,"1,647"
15,RB Leipzig,German 1. Bundesliga,1,C. Nkunku,Center Attacking Midfielder,#18,70.8,161,86,89,"2,172"
15,RB Leipzig,German 1. Bundesliga,2,Péter Gulácsi,Goalkeeper,#1,75.6,190,85,85,"1,305"
15,RB Leipzig,German 1. Bundesliga,3,Konrad Laimer,Center Defensive Midfielder,#27,61.32,159,83,84,"2,155"
15,RB Leipzig,German 1. Bundesliga,4,Joško Gvardiol,Center Back,#32,73.2,176,82,89,"2,044"
15,RB Leipzig,German 1. Bundesliga,5,Dani Olmo,Center Attacking Midfielder,#7,61.2,159,82,87,"2,036"
15,RB Leipzig,German 1. Bundesliga,6,Timo Werner,Striker,#11,61.32,168,82,83,"1,996"
15,RB Leipzig,German 1. Bundesliga,7,Willi Orban,Center Back,#4,73.2,192,82,82,"1,694"
15,RB Leipzig,German 1. Bundesliga,8,D. Szoboszlai,Center Attacking Midfielder,#17,73.2,163,81,87,"2,024"
15,RB Leipzig,German 1. Bundesliga,9,Xaver Schlager,Center Defensive Midfielder,#24,70.8,172,81,84,"2,093"
15,RB Leipzig,German 1. Bundesliga,10,André Silva,Striker,#19,73.2,185,81,82,"2,058"
15,RB Leipzig,German 1. Bundesliga,11,Emil Forsberg,Center Attacking Midfielder,#10,61.2,168,80,80,"1,926"
15,RB Leipzig,German 1. Bundesliga,12,Mohamed Simakan,Center Back,#2,74.4,181,79,86,"1,846"
15,RB Leipzig,German 1. Bundesliga,13,David Raum,Left Wing Back,#22,61.32,165,79,84,"2,055"
15,RB Leipzig,German 1. Bundesliga,14,L. Klostermann,Right Back,#16,74.4,194,79,81,"1,892"
15,RB Leipzig,German 1. Bundesliga,15,Kevin Kampl,Center Midfielder,#44,61.2,146,79,79,"2,038"
15,RB Leipzig,German 1. Bundesliga,16,Amadou Haidara,Center Midfielder,#8,70.8,159,78,82,"2,071"
15,RB Leipzig,German 1. Bundesliga,17,Abdou Diallo,Center Back,#37,74.4,174,78,80,"1,888"
15,RB Leipzig,German 1. Bundesliga,18,M. Halstenberg,Center Back,#23,74.4,192,78,78,"2,060"
15,RB Leipzig,German 1. Bundesliga,19,B. Henrichs,Right Wing Back,#39,73.2,174,77,80,"1,958"
15,RB Leipzig,German 1. Bundesliga,20,Yussuf Poulsen,Striker,#9,76.8,185,77,77,"1,982"
15,RB Leipzig,German 1. Bundesliga,21,Janis Blaswich,Goalkeeper,#21,76.8,196,76,76,"1,244"
15,RB Leipzig,German 1. Bundesliga,22,Hugo Novoa,Striker,#38,72,150,69,82,"1,697"
15,RB Leipzig,German 1. Bundesliga,23,Sanoussy Ba,Left Wing Back,#25,61.2,159,61,77,"1,471"
15,RB Leipzig,German 1. Bundesliga,24,Jonas Nickisch,Goalkeeper,#34,75.6,170,58,74,897
16,AC Milan,Italian Serie A,1,Mike Maignan,Goalkeeper,#16,75.6,196,87,89,"1,519"
16,AC Milan,Italian Serie A,2,Theo Hernández,Left Wing Back,#19,72,179,85,90,"2,195"
16,AC Milan,Italian Serie A,3,Rafael Leão,Left Wing,#17,74.4,179,84,89,"1,985"
16,AC Milan,Italian Serie A,4,Fikayo Tomori,Center Back,#23,73.2,174,84,88,"1,875"
16,AC Milan,Italian Serie A,5,Sandro Tonali,Center Defensive Midfielder,#8,61.32,174,84,87,"2,239"
16,AC Milan,Italian Serie A,6,I. Bennacer,Center Midfielder,#4,70.8,154,83,87,"2,255"
16,AC Milan,Italian Serie A,7,Olivier Giroud,Striker,#9,76.8,205,83,83,"1,956"
16,AC Milan,Italian Serie A,8,Simon Kjær,Center Back,#24,75.6,190,81,81,"1,864"
16,AC Milan,Italian Serie A,9,Davide Calabria,Right Back,#2,61.2,154,80,83,"2,039"
16,AC Milan,Italian Serie A,10,Z. Ibrahimović,Striker,#11,78,225,80,80,"1,935"
16,AC Milan,Italian Serie A,11,Pierre Kalulu,Center Back,#20,72,152,79,86,"1,956"
16,AC Milan,Italian Serie A,12,Brahim Díaz,Center Attacking Midfielder,#10,68.4,130,79,84,"1,832"
16,AC Milan,Italian Serie A,13,Ante Rebić,Striker,#12,73.2,172,79,79,"2,063"
16,AC Milan,Italian Serie A,14,Rade Krunić,Center Midfielder,#33,72,163,79,79,"2,116"
16,AC Milan,Italian Serie A,15,A. Saelemaekers,Right Midfielder,#56,61.32,159,78,82,"2,030"
16,AC Milan,Italian Serie A,16,A. Florenzi,Right Back,#25,69.6,148,78,78,"2,145"
16,AC Milan,Italian Serie A,17,Junior Messias,Right Wing,#30,61.2,154,78,78,"1,957"
16,AC Milan,Italian Serie A,18,Malick Thiaw,Center Back,#28,75.6,176,77,85,"1,847"
16,AC Milan,Italian Serie A,19,C. De Ketelaere,Center Attacking Midfielder,#90,76.8,174,76,83,"2,044"
16,AC Milan,Italian Serie A,20,Sergiño Dest,Right Midfielder,#21,70.8,137,76,82,"1,981"
16,AC Milan,Italian Serie A,21,Tommaso Pobega,Striker,#32,74.4,172,76,82,"2,133"
16,AC Milan,Italian Serie A,22,C. Tătărușanu,Goalkeeper,#1,79.2,198,76,76,"1,236"
16,AC Milan,Italian Serie A,23,Yacine Adli,Center Attacking Midfielder,#7,73.2,172,75,82,"2,005"
16,AC Milan,Italian Serie A,24,Divock Origi,Striker,#27,74.4,194,75,75,"1,844"
16,AC Milan,Italian Serie A,25,Antonio Mirante,Goalkeeper,#83,76.8,174,74,74,"1,196"
16,AC Milan,Italian Serie A,26,Matteo Gabbia,Center Back,#46,73.2,172,73,82,"1,610"
16,AC Milan,Italian Serie A,27,Yacine Adli,Center Attacking Midfielder,#7,73.2,172,73,82,"1,995"
16,AC Milan,Italian Serie A,28,Aster Vranckx,Center Attacking Midfielder,#40,72,172,73,82,"1,954"
16,AC Milan,Italian Serie A,29,T. Bakayoko,Center Back,#14,74.4,187,73,74,"1,804"
16,AC Milan,Italian Serie A,30,F. Ballo-Touré,Left Wing Back,#5,72,154,72,75,"1,881"
